reef_name,country,state_province_island,city_town,region,latitude,longitude,year,month,date_substrate,date_temperature,depth..m.,substrate_code,total,errors,sst
Sandy Island Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,6,2017-06-21,2017-06-16,4.5,HC/D,0,false,28.295946
Sandy Island Garden,Grenada,Carriacou,,Atlantic,12.5,-61.5,2017,6,2017-06-21,2017-06-16,4.5,HC/D,0,false,28.295946
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC,16,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC,20,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC,11,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC,14,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC/B,0,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC/B,0,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC/B,0,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC/B,0,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC/D,0,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC/D,0,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC/D,0,false,23.143745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-15,2013-03-16,5,HC/D,0,false,23.143745
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC,6,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC,4,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC,3,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC,10,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC/B,0,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC/B,0,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC/B,0,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC/B,0,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC/D,0,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC/D,0,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC/D,0,false,28.157675
Juan's Reef,Indonesia,"Raja Ampat, West Papua",Arborek,Indo-Pacific,-0.5,130.5,2019,8,2019-08-29,2019-08-16,10,HC/D,0,false,28.157675
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC,10,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC,14,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC,16,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC,13,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC/B,0,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC/B,0,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC/B,0,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC/B,0,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC/D,0,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC/D,0,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC/D,0,false,25.845745
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,10,2013-10-01,2013-10-16,10,HC/D,0,false,25.845745
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC,19,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC,17,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC,18,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC,18,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC/B,0,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC/B,0,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC/B,0,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC/B,0,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC/D,0,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC/D,0,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC/D,0,false,29.85727
Teluran,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-30,2009-05-16,3.5,HC/D,0,false,29.85727
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC,10,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC,15,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC,10,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC,9,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC/B,0,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC/B,0,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC/B,0,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC/B,0,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC/D,0,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC/D,0,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC/D,0,false,22.776047
Islands South,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2015,3,2015-03-31,2015-03-16,5,HC/D,0,false,22.776047
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC,19,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC,4,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC,12,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC,8,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC/B,0,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC/B,0,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC/B,0,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC/B,0,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC/D,0,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC/D,0,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC/D,0,false,28.040497
Diamond Reef,Virgin Islands (British),Great Camanoe,,Atlantic,18.5,-64.5,2003,6,2003-06-24,2003-06-16,3,HC/D,0,false,28.040497
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC,12,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC,12,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC,8,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC,10,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC/B,0,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC/B,0,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC/B,0,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC/B,0,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC/D,0,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC/D,0,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC/D,0,false,27.291107
"George Dog ""Bronco Billy""",Virgin Islands (British),,,Atlantic,18.5,-64.5,2004,5,2004-05-19,2004-05-16,3,HC/D,0,false,27.291107
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC,7,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC,2,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC,9,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC,7,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC/B,0,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC/B,0,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC/B,0,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC/B,0,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC/D,0,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC/D,0,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC/D,0,false,26.115406
East Bay 3A - South Caicos,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-21,2008-04-16,11.6,HC/D,0,false,26.115406
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC,10,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC,20,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC,13,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC,11,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC/B,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC/B,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC/B,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC/B,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC/D,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC/D,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC/D,0,false,22.84946
Abu Helal,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2014,3,2014-03-29,2014-03-16,5,HC/D,0,false,22.84946
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC,10,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC,12,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC,24,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC,16,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC/B,0,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC/B,0,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC/B,0,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC/B,0,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC/D,0,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC/D,0,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC/D,0,false,23.143745
Islands North,Egypt,South Sinai,Dahab,Red Sea,28.5,34.5,2013,3,2013-03-30,2013-03-16,10,HC/D,0,false,23.143745
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC,0,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC,6,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC,5,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC,6,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC/B,0,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC/B,0,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC/B,0,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC/B,0,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC/D,0,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC/D,0,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC/D,0,false,26.115406
East Bay 4A,Turks and Caicos Islands,South Caicos,Cockburn Harbour,Atlantic,21.5,-71.5,2008,4,2008-04-22,2008-04-16,6.3,HC/D,0,false,26.115406
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC,3,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC,2,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC/B,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC/B,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC/B,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC/B,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC/D,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC/D,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC/D,0,false,29.85727
Atlantis Bay House Reef,Malaysia,Johor,Aur Island,Indo-Pacific,2.5,104.5,2009,5,2009-05-29,2009-05-16,9.8,HC/D,0,false,29.85727
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC,5,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC,7,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC,5,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC,5,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC/B,0,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC/B,0,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC/B,0,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC/B,0,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC/D,0,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC/D,0,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC/D,0,false,28.63969
Seaview,Grenada,Carriacou,Harvey Vale,Atlantic,12.5,-61.5,2019,6,2019-06-13,2019-06-16,7,HC/D,0,false,28.63969
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC,18,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC,12,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC,15,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC,22,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC/B,0,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC/B,0,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC/B,0,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC/B,0,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC/D,0,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC/D,0,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC/D,0,false,26.748823
Fakarava Atoll,French Polynesia,Tuamotu Archipelago,,Indo-Pacific,-16.5,-145.5,2005,7,2005-07-26,2005-07-16,10,HC/D,0,false,26.748823
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC,1,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC,1,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC,3,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC,1,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC/B,0,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC/B,0,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC/B,0,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC/B,0,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC/D,0,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC/D,0,false,26.857197
Bronco Billy,Virgin Islands (British),,,Atlantic,18.5,-64.5,2009,5,2009-05-21,2009-05-16,10,HC/D,0,false,26.857197
